med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id_PAAX,third_party_id_GW,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
SUD202004-15,Sudan,625,,Khartoum,SDN,32.5,15.6,29,4,2020,African Union,IGO_87,IGO_87,,1,Mohamed Balaish,,1,1,0,,,"Khartoum — The Member of the Sovereign Council, Lieutenant General Shams Al-Din Kabashi, the member of the government delegation to the peace negotiations, discussed in his office in the Republican Palace, with the head of the African Union office in Khartoum, Ambassador Mohamed Balaish, the issues facing the country in general.

The meeting also discussed in the presence of the State Minister of Foreign Affairs, Dr. Omer Gamar El-Din, the outcomes, stages, and progress of the comprehensive peace in particular, and the relationship between the Sudan and the United Nations after the exit of the UNAMID forces, alongside the Sudan's view on the upcoming political mission on the basis of Chapter Six.",https://allafrica.com/stories/202004300348.html,MR
SUD202005-10,Sudan,625,,Juba,SSD,31.6,4.85,17,5,2020,South Sudan,CON_173,CON_173,626,1,,Juba Peace Process,2+,1,0,,,"The South Sudanese team mediating the peace talks between the Sudanese government and the armed movements announced in Juba yesterday that the first documents of the peace agreement will be signed on June 20.

The two parties agreed on a new negotiating matrix and time schedule, that starts today and will lead up to June 19.

The mediation team has reserved the period from 18 May to 20 May to negotiate national issues between the Sudanese government and the Sudan Revolutionary Front (SRF) alliance of armed movements.

The peace talks sessions will be adjourned during the Eid El Fitir holiday (the three day-feast marking the end of the Ramadan fasting month), and resume on May 27. Security arrangements in Darfur will be discussed until June 2.

From June 5 until June 11 a peace agreement matrix will be developed by a joint technical committee that includes the mediation team, the Sudanese government, the SRF, and other stakeholders. It will review, translate, and print the agreement in the period from June 12 until June 19.

Ahmed Tugud, the chief SRF negotiator on the Darfur track, said that this schedule confirms the eagerness of all parties to reach a final agreement as soon as possible and not to engage in negotiations without a deadline.",https://www.dabangasudan.org/en/all-news/article/new-deadline-set-for-sudan-peace-negotiations,M
SUD202005-11,Sudan,625,,Virtual,,,,18,5,2020,South Sudan,CON_173,CON_173,626,1,Tut Gatluak,Juba Peace Process,2+,1,0,,,"Khartoum / Juba — The peace negotiations between the Sudanese government and the Sudan Revolutionary Front (SRF) resumed via online links between Khartoum and Juba on Monday to comply with precautionary social distancing protocols to prevent the spread of coronavirus (Covid-19). The peace negotiation session discussed the possibility to include the SRF in the potential central government structure. They also discussed issues such as national identity and constitutional reform through a national consultation. They discussed issues that have not been addressed during previous sessions including the situations of El Kanabi, North Kordofan, and the position of Sudanese capital, as well as the criteria of wealth and national resource allocation.... On Tuesday, the South Sudanese mediation team in Juba confirmed that peace talks between the Sudanese government and armed movements will continue, despite a recent split within the rebel groups. The Sudan Liberation Movement faction led by Minni Minawi (SLM-MM) withdrew from the Sudan Revolutionary Front (SRF) earlier this week. Tut Galuak, head of the mediation team, informed reporters that while the SRF has indeed split into two parts, all parties remain committed to achieving peace. The SRF's Leadership Council announced on Wednesday that it accepted Minawi’s withdrawal, noting that the SLM-MM movement had chosen to leave the alliance. The council stated that the SRF will now be free to fill the vacant seat with new members who are deemed suitable.",https://allafrica.com/stories/202005190963.html; https://www.dabangasudan.org/en/all-news/article/sudan-peace-talks-continue-despite-split-in-rebel-alliance;https://allafrica.com/stories/202005210350.html,M
SUD202005-12,Sudan,625,,Khartoum,SDN,32.5,15.6,18,5,2020,UNAMID,IGO_950,IGO_950,,1,Jeremiah Mambolo,,1,1,0,,,"The Chairman of Sudan’s Sovereign Council, Lt Gen Abdelfattah El Burhan, and the head of the United Nations – African Union Hybrid Operation in Darfur (Unamid) Jeremiah Mamabolo, held a meeting on Monday to discuss the situation in Darfur.

They also addressed the preparations for the approaching meeting of the African Peace and Security Council in light of the upcoming session of the United Nations Security Council in New York regarding the future of the Unamid mission in Darfur.

During the meeting, El Burhan reiterated the position of Sudan regarding the mandate of the proposed UN Peace mission to replace the current Unamid mission. On February 9, PM Hamdok asked the United Nations Security Council to establish a Special Political Mission/Peace Support Operation to assist in the peace process and help Sudan to mobilise international financial assistance. The proposed mission was requested under Chapter VI of the United Nations Charter, which stipulates that the international assistance aims to support the maintenance, monitoring, and building of peace, but not the use of force to prevent violent conflict as it is the case of Chapter VII.",https://www.dabangasudan.org/en/all-news/article/sudan-s-el-burhan-meets-unamid-head-to-discuss-darfur,MR
SUD202006-23,Sudan,625,,Virtual,,,,2,6,2020,South Sudan,CON_173,CON_173,626,1,,Juba Peace Process,2+,1,0,,,"Peace talks between the Sudan’s transitional government and the Sudanese Revolutionary Front (SRF) alliance of armed opposition groups resumed via video link between Khartoum and South Sudanese capital of Juba today, following a short break during the Eid El Fitir holiday.

Ahmed Tugud, the chief SRF negotiator for the Darfur track, confirmed that the peace negotiations started with security arrangements today. He added that they were expecting that the mediation team would submit its proposal draft to both groups, the SRF led by El Hadi Idris and the SRF breakaway faction under the leadership of Minni Minawi.

Tugud further explained that the upcoming peace negotiation would be conducted through a video conference between Khartoum and Juba, in line with the socialdistancing protocols to prevent the spread of Covid-19...."" Mohamed Bashir, chief negotiator of the Sudan Liberation Movement faction under the leadership of Minni Minawi (SLM-MM) said that his movement did not take part in yesterday’s negotiations about security arrangements in Darfur because it took place via videoconferencing.

He stressed that the security arrangements in Darfur are very important to the SLM-MM, and therefore meetings with all parties concerned should be conducted directly, not through videoconferencing.""

“The negotiating parties are hoping to reach an agreement on security arrangements and other national related issues before the end of the coming week, and then move to the implementation process,” he concluded...."" Mohamed Bashir, chief negotiator of the Sudan Liberation Movement faction under the leadership of Minni Minawi (SLM-MM) said that his movement did not take part in yesterday’s negotiations about security arrangements in Darfur because it took place via videoconferencing.

He stressed that the security arrangements in Darfur are very important to the SLM-MM, and therefore meetings with all parties concerned should be conducted directly, not through videoconferencing.""",https://www.dabangasudan.org/en/all-news/article/sudan-peace-talks-resume-with-high-hopes; https://www.dabangasudan.org/en/all-news/article/darfur-rebel-group-not-party-to-peace-negotiations,M
SUD202006-24,Sudan,625,,Virtual ,0, , ,8,6,2020,South Sudan,CON_173,CON_173,626,1,,Juba Peace Process,1,1,0,,,"June 8, 2020 (JUBA) - The SPLM-North, led by Abdel Aziz Al-Hilu, Monday said they will resume peace talks with the Sudanese government after a suspension that lasted for more than two months.

The government and the SPLM-N al-Hilu failed to agree on the declarations of principles as the armed group ask to include the right to self-determination and the relationship between the state and the religion in the talks, a request that Khartoum brushed aside.

Monday, the official news agency SUNA reported that Amar Amun SPLM-N al-Hilu Secretary-General stated they will resume talks on issues other than the right to self-determination and secularism which will be discussed in the last negotiating rounds.

However, in a separate statement extended to Sudan Tribune after a meeting with the South Sudanese mediation in Juba, Amun who is also the chief negotiator stated that they agreed effectively to resume negotiations with the government.

But ""We did not agree with the mediation on any topic for discussion when negotiations resume,"" he added.",https://reliefweb.int/report/sudan/splm-n-al-hilu-will-resume-peace-talks-sudan-amun,MR
SUD202006-25,Sudan,625,,Virtual,,,,9,6,2020,South Sudan,CON_173,CON_173,626,1,Dhieu Mathok; Tut Gatluak,Juba Peace Process,2+,1,0,,,"The Sudanese peace talks between the government and rebel movements resumed yesterday, mediated by South Sudan via video conferencing. During these discussions, the focus was on security arrangements in Darfur. Defence Minister Maj Gen Yasin Ibrahim praised the progress made on the Darfur security arrangements file, highlighting the constructive role of the South Sudanese mediation team and the commitment of the armed movements to achieving a comprehensive peace swiftly. Mohamed El Taayshi, a member of the Sovereign Council and spokesman for the government delegation, announced that an agreement had been reached on all issues related to power-sharing. He mentioned that proposals regarding government participation at various levels would be submitted and discussed soon. The current session is dedicated to reviewing all previously agreed-upon issues, including those related to the environment, education, the National Revenue Fund, resource allocation, racism, and transitional justice. Next week, the delegations will work on a matrix for implementing the peace accords, which will include timetables. Additionally, on Sunday, an agreement was reached between the Sudanese government and the armed rebel movements on conducting a population census and holding general elections.... ""Parties to the Sudanese peace agreement have again postponed its signing due to unresolved issues concerning new security arrangements, according to a negotiator for the Sudanese Revolutionary Front. Initially set for June 20, the signing has been delayed as key details, such as the status and integration of forces, remain unsettled. The peace talks, aimed at ending long-running conflicts in Sudan's Darfur, Blue Nile, and South Kordofan regions, resumed last October following the ousting of former president Omar al-Bashir. The negotiations are mediated by South Sudan. The Sudan Tribune reported that the delay was also attributed to the absence of senior officials from Khartoum. Chief negotiator Nimr Abdel-Rahman noted that disagreements persist on military reform and the restructuring of security services. He emphasized the need for discussions at a higher level to address critical decisions and expedite the peace process. South Sudan's Secretary of the Mediation Team, Dhieu Mathok Diing, confirmed that the signing would be postponed until further notice.""",https://www.dabangasudan.org/en/all-news/article/sudan-peace-talks-resumed;https://allafrica.com/stories/202006110293.html; https://www.dabangasudan.org/en/all-news/article/darfur-security-arrangements-discussed-at-sudan-peace-talks; https://www.polity.org.za/article/signing-of-sudanese-peace-agreement-postponed-again-2020-06-18;http://www.china.org.cn/world/Off_the_Wire/2020-06/20/content_76185487.htm,M
SUD202006-26,Sudan,625,,,,,,24,6,2020,South Sudan,CON_173,CON_173,626,1,,Juba Peace Process,2+,1,0,,,"Sudanese Prime Minister Abdalla Hamdok has affirmed that no red lines should be set in the country’s peace process. His comments were made a day before talks between the government and Abdelaziz al-Hilu’s Sudan People's Liberation Movement (SPLM-N al-Hilu) were resumed.

The government received an official invitation from the South Sudan mediation team to resume peace talks via videoconference on Tuesday.

Spokesman of the government delegation Mohamed Hassan al-Taishi said the scheduled negotiations are set to tackle three issues.

“These are cessation of hostilities, Humanitarian issues and resumption of talks on the Declaration of Principles signed between the two sides in Juba, the capital of South Sudan.”
",https://english.aawsat.com/home/article/2349661/hamdok-no-red-lines-sudanese-peace-negotiations,M
SUD202006-27,Sudan,625,,Khartoum,SDN,32.5,15.6,25,6,2020,South Sudan,CON_173,CON_173,626,1,Dhieu Mathok; Tut Gatluak; Salva Kiir,Juba Peace Process,1,1,0,,,"On Friday, Lt Gen Abdelfattah El Burhan, Chairman of the Sovereign Council, received a written message from South Sudanese President Salva Kiir Mayardit regarding the current negotiations for a comprehensive peace in Sudan. Negotiators of the armed movements are hopeful that the peace talks will soon be concluded.  

Upon arrival on Thursday, South Sudanese mediator Dieu Mathok told reporters at Khartoum International Airport that the visit aims to discuss a number of outstanding issues in various files with Khartoum. “The mediation team felt that it could propose some ideas to the Sudanese government delegation that could cause a breakthrough in the remaining peace talks.”

Tut Galuak, head of the South Sudanese mediation team, handed the letter to El Burhan on Friday.

After the meeting, Galuak told reporters that they decided to travel with a delegation of armed rebel movements to Khartoum for a two-day visit, to discuss outstanding issues, and to confirm that a comprehensive peace agreement will be achieved in the near future.",https://www.dabangasudan.org/en/all-news/article/rebel-delegation-in-khartoum-optimistic-about-sudan-peace-talks,MR
SUD202006-28,Sudan,625,,Virtual,,,,26,6,2020,African Union; South Africa,IGO_87;CON_221,IGO_87; CON_221,; 560,2,Cyril Ramaphosa,GERD,2+,1,0,,,"On June 26, 2020, South African President Cyril Ramaphosa, in his role as Chair of the African Union (AU), hosted a high-level virtual meeting to address the ongoing dispute over the Grand Ethiopian Renaissance Dam (GERD). This virtual meeting, described as an ""Extraordinary Meeting of the Bureau of the Assembly of the AU,"" included the leaders of Ethiopia, Egypt, and Sudan—Prime Minister Abiy Ahmed, President Abdel Fattah el-Sisi, and Prime Minister Abdalla Hamdok, respectively. Additionally, the meeting was attended by heads of state from Kenya, the Democratic Republic of Congo (DRC), and Mali.

The AU's decision to conduct this extraordinary meeting reflects its commitment to resolving African issues through African-led initiatives. This session focused on critical aspects such as the first filling and annual operation of the GERD. The AU aims to address these concerns ahead of an open virtual meeting scheduled by the United Nations Security Council on June 29, which will also consider the dispute. The meeting was organized with the principle of finding an African solution to the matter, highlighting the AU's dedication to facilitating a resolution among the involved parties....The latest round of negotiations on the Grand Ethiopian Renaissance Dam (GERD) involving Sudan, Ethiopia, and Egypt has concluded without reaching a final agreement. These discussions, which began on July 3 under the supervision of the African Union (AU) and with international observers, included nine major negotiating sessions and six rounds dedicated to technical and legal issues. Despite intensive talks, the parties were unable to finalize the agreement. Sudan’s Minister of Irrigation and Water Resources, Yasir Abbas, announced that the final report from this negotiation round will be submitted to the AU on Tuesday. Following this submission, the AU has planned a mini-summit to take place a week later, aimed at addressing the unresolved issues and advancing the discussions.

During this round, three separate meetings were held between the observers and the delegations of the three countries involved. Although these talks showed a strong commitment from all parties to resolve outstanding issues, the lengthy negotiation process has yet to produce a conclusive outcome. The Egyptian Ministry of Irrigation and Water Resources noted that the eleven days of talks ended without an agreement, marking another delay in the protracted negotiation process. The focus now shifts to the forthcoming mini-summit, where leaders from Sudan, Ethiopia, and Egypt will work towards a comprehensive resolution on the GERD.",https://addisstandard.com/news-alert-south-african-president-cyril-ramaphosa-hosting-extraordinary-meeting-to-discuss-gerd-ahead-of-unsc-open-session/;https://newbusinessethiopia.com/politics/au-takes-over-ethiopias-nile-dam-dispute-from-unsc/; https://www.dabangasudan.org/en/all-news/article/sudan-s-minister-of-irrigation-grand-ethiopian-renaissance-dam-talks-conclude;https://gulfnews.com/world/mena/talks-on-disputed-nile-dam-end-inconclusively-1.1594741974982;https://allafrica.com/stories/202007150160.html,M
SUD202007-15,Sudan,625,,,,,,3,7,2020,South Sudan,CON_173,CON_173,626,1,,Juba Peace Process,2+,1,1,Extension of unilateral ceasefire,,"The government and the armed movements who are close to round up the peace negotiations that are mediated by South Sudanese officials in Juba, agreed on replacing three to four federal ministers and two members of the Sovereign Council in favour of the rebels.

In a speech to the Sudanese nation on Monday on the eve of the June 30 March of the Millions,  PM Abdallah Hamdok pledged to correct the course of the 39-months transitional period within two weeks, “to put the locomotive of the revolution back on the right track”. On Tuesday, millions of people demonstrated all over Sudan to commemorate the protestors killed during demonstrations. They demanded civilian rule, better living conditions, and the removal of the remnants of the Al Bashir regime.

The Sudan People’s Liberation Movement-North faction based in Kauda in South Kordofan’s Nuba Mountains under the leadership of Abdelaziz El Hilu (SPLM-N El Hilu) separately joined the peace negotiations. Though no progress has been reported, the rebel group decided on July 1 to extend its unilateral ceasefire until the end of this year. Hamdok has welcomed the decision....""July 3 – 2020 KHARTOUM The Sudanese government has reached an understanding with the armed movements about power-sharing on the highest level.

The decisions relate to the long-awaited appointment of civilian governors, changes in the police and security apparatus, and a cabinet reshuffle.

The government and the armed movements who are close to round up the peace negotiations agreed on replacing three to four federal ministers and two members of the Sovereign Council in favour of the rebels.

Representation quotas for the rebel groups in the still to be formed Legislative Council are still to be discussed.

In a speech to the Sudanese nation on Monday, PM Abdallah Hamdok pledged to correct the course of the 39-months transitional period within two weeks, “to put the locomotive of the revolution back on the right track”.

The Sudan People’s Liberation Movement-North faction in South Kordofan led by Abdelaziz El Hilu separately joined the peace talks. Though no progress has been reported, the rebel group decided on July 1 to extend its unilateral ceasefire until the end of this year. Hamdok has welcomed the decision.
""",https://www.dabangasudan.org/en/all-news/article/sudan-to-share-govt-posts-with-rebel-leaders; https://www.dabangasudan.org/en/all-news/article/sudan-this-week-s-news-in-brief-17,M
SUD202007-16,Sudan,625,,,,,,13,7,2020,South Sudan,CON_173,CON_173,626,1,,Juba Peace Process,2+,1,0,,,"Khartoum — The Sudan's Revolutionary Front has affirmed its agreement on the draft agreement that was prepared after the peace talks held in Juba, and recently moved to Khartoum, while it has stipulated the return to Juba for the signing in agreement with the South-Sudanese mediation. The SRF has issued an official statement which was signed by its spokesman, Osama Saeed, to clarify the concerns about the signing of the National Pivotal Issues.... The Sudanese government and a coalition of rebel groups on Thursday entered into a final phase of peace talks, which will centre on the creation of a unified Sudanese army. Mediators described the discussions as the ""most important"" component of the Sudan peace process, which aims to restore stability to the war-torn regions of Darfur, South Kordofan and Blue Nile. ""This is the last chapter and the biggest chapter, the security arrangements in the peace negotiations. If we negotiate the security arrangements very well and in good faith we will have reached a sincere comprehensive peace agreement,"" said mediator Tutkew Gatluak in Juba, South Sudan....Alhadi Idris Yahya, chairman of the Sudan Revolutionary Front (SRF) -- a coalition of nine rebel groups negotiating with the Sudanese government -- said the parties had agreed the SRF would have three seats in the sovereign council, currently running the country....A second coalition of rebel groups, the Sudan People's Liberation Movement-North (SPLM-N) from South Kordofan is negotiating separately.",https://allafrica.com/stories/202007150333.html; https://www.ibtimes.com/sudanese-rebels-government-enter-final-phase-talks-3012387;https://nehandaradio.com/2020/07/16/sudanese-rebels-and-government-enter-final-phase-of-talks/;https://www.africanews.com/2020/07/17/sudanese-gov-t-rebels-enter-last-stage-of-talks/,M
SUD202007-17,Sudan,625,,Juba,SSD,31.6,4.85,16,7,2020,South Sudan,CON_173,CON_173,626,1,Tut Gatluak,Juba Peace Process,2+,1,0,,,"The Sudanese government and a coalition of rebel groups on Thursday entered into a final phase of peace talks, which will centre on the creation of a unified Sudanese army.

Mediators described the discussions as the ""most important"" component of the Sudan peace process, which aims to restore stability to the war-torn regions of Darfur, South Kordofan and Blue Nile.

""This is the last chapter and the biggest chapter, the security arrangements in the peace negotiations. If we negotiate the security arrangements very well and in good faith we will have reached a sincere comprehensive peace agreement,"" said mediator Tutkew Gatluak in Juba, South Sudan....Alhadi Idris Yahya, chairman of the Sudan Revolutionary Front (SRF) -- a coalition of nine rebel groups negotiating with the Sudanese government -- said the parties had agreed the SRF would have three seats in the sovereign council, currently running the country....A second coalition of rebel groups, the Sudan People's Liberation Movement-North (SPLM-N) from South Kordofan is negotiating separately.

They want a secular state or alternatively, self-determination for their region.",https://www.ibtimes.com/sudanese-rebels-government-enter-final-phase-talks-3012387;https://nehandaradio.com/2020/07/16/sudanese-rebels-and-government-enter-final-phase-of-talks/;https://www.africanews.com/2020/07/17/sudanese-gov-t-rebels-enter-last-stage-of-talks/,M
SUD202007-18,Sudan,625,,Virtual,,,,21,7,2020,"African Union; South Africa; Congo, Democratic Republic of the; Kenya; Mali",IGO_87;CON_221;CON_264;CON_172;CON_93,IGO_87; CON_221; CON_264; CON_172; CON_93,; 560; 490; 501; 432,5,Cyril Ramaphosa; Felix Tsisekedi; Uhuru Kenyatta; Ibrahim Boubacar; Faki Mahmat,GERD,2+,1,0,,,"President Cyril Ramaphosa of South Africa, in his role as Chairperson of the African Union (AU), has been central in facilitating discussions concerning the Grand Ethiopian Renaissance Dam (GERD). The negotiations involve Ethiopia, Egypt, and Sudan and are aimed at resolving longstanding disputes over the dam’s impact on the Nile River and regional water rights.

Recent Developments:

Virtual AU Meeting (August 28, 2020):
President Ramaphosa chaired a virtual meeting of the AU Bureau of the Assembly of Heads of State and Government to review progress on the GERD negotiations. This meeting followed a previous session on June 26, 2020. The agenda included evaluating progress and resolving outstanding legal and technical issues related to the dam's development and its impact on the Blue Nile. The meeting also sought to introduce new momentum into the talks.

Breakthrough Agreement (August 25, 2020):
Ethiopian Prime Minister Abiy Ahmed announced a major breakthrough in the GERD negotiations. The three countries reached a “major common understanding” on the dam project, which is expected to ease regional tensions. Satellite images confirmed that the reservoir behind the dam had reached its highest water level in at least four years. This development was part of the discussions mediated by President Ramaphosa.

Mini-African Summit (July 21, 2020):
A mini-African summit was held via video link with Egyptian President Abdel-Fattah Al-Sisi, Sudanese Prime Minister Abdalla Hamdok, Ethiopian Prime Minister Abiy Ahmed, and AU Chair Cyril Ramaphosa. The summit focused on narrowing differences and proposing solutions to the GERD dispute. Sudan proposed that Ethiopia could undertake future projects provided they align with international law and gain consent from downstream countries (Egypt and Sudan).

Previous AU Meeting (July 21, 2020):
The AU Bureau of the Assembly of Heads of State and Government met to review the negotiations on GERD. The meeting included leaders from several African nations and AU Commission Chair Moussa Faki Mahamat. The discussion centered on the filling and operation of the dam, with a commitment to finalize a binding agreement that would address future development projects on the Blue Nile.

Negotiation Highlights:
The negotiations have achieved significant progress on the Darfur track and the integration of rebel combatants into the Sudan Armed Forces (SAF). The discussions also emphasized African-led solutions and cooperation among the countries involved to ensure sustainable development and prosperity in the region.

Conclusion:
The GERD negotiations represent a crucial step toward regional stability and cooperation, with ongoing efforts to address technical and legal issues related to the dam's operation and future developments. The process reflects the broader AU commitment to resolving conflicts through diplomacy and collaboration.",https://www.georgeherald.com/News/Article/National/ramaphosa-to-chair-virtual-au-meeting-202007210908;https://www.dailysabah.com/world/africa/ethiopia-egypt-sudan-agree-to-continue-talks-on-renaissance-dam;http://www.xinhuanet.com/english/2020-07/22/c_139230454.htm;https://www.timeslive.co.za/news/africa/2020-07-22-ethiopia-egypt-and-sudan-to-hold-more-talks-on-renaissance-dam/;https://au.int/en/pressreleases/20200724/hosg-communique-2nd-meetinng-grand-ethiopian-renaissance-dam-gerd; https://allafrica.com/stories/202007290193.html; http://www.coptsunited.com/Details.php?I=2711&A=42192,M
SUD202007-19,Sudan,625,,Khartoum,SDN,32.5,15.6,27,7,2020,UNAMID,IGO_950,IGO_950,,1,Kiki Jabho,UNAMID,1,1,0,,,"Khartoum — The member of the Transitional Sovereign Council, Mohammed Hassan Al-Taayishi, discussed with the Deputy Head of the UNAMID progress of the peace process with the armed struggle movements in Juba, especially the Darfur track.

Following his meeting today at the Republican Palace, Ms. Kiki Jabho, the Deputy Head of the UNAMID mission in Sudan, Al-Taayishi noted in a press statement that the UNAMID is part of the peace process in Juba, and contributes in bushing the efforts of the peace settlement in the Sudan.",https://allafrica.com/stories/202007280202.html,MR
SUD202008-10,Sudan,625,,Riyadh,SAU,46.7167,24.6333,12,8,2020,United States; United Kingdom; Saudi Arabia; Canada; France; Germany; Italy; Japan; Norway; Spain; Sweden; Switzerland; United Arab Emirates; EU; Netherlands,CON_3;CON_19;CON_419;CON_11;CON_7;CON_2;CON_139;CON_294;CON_81;CON_4;CON_593;CON_202;CON_591;IGO_5;CON_10,CON_3; CON_19; CON_419; CON_11; CON_7; CON_2; CON_139; CON_294; CON_81; CON_4; CON_593; CON_202; CON_591; IGO_5; CON_10,2; 200; 670; 20; 220; 255; 325; 740; 385; 230; 380; 225; 696; ; 210,15,,Friends of Sudan,1,1,0,,,"On Wednesday, Saudi Arabia will host the “Friends of Sudan” conference aimed at addressing the challenges Sudan faces in achieving peace and stability. The transitional government in Khartoum is hopeful that the conference will garner additional support to help alleviate the country's ongoing economic crisis.

The conference will be opened by Saudi Foreign Minister Prince Faisal bin Farhan and Sudanese Prime Minister Abdalla Hamdok. The event, which will start in the afternoon, will be attended by senior members of the transitional authority as well as leaders of various armed factions.

In a statement, the Friends of Sudan reaffirmed their full political support for Sudan’s civilian-led transition, emphasizing the importance of achieving the benchmarks outlined in the Political Declaration and the Constitutional Charter signed on August 17, 2019. They stressed the need for a comprehensive and inclusive peace process that addresses the root causes of conflict and strengthens Sudan's sovereignty and national unity.

The group commended Prime Minister Hamdok’s leadership and the Government of South Sudan's role in mediating the Juba peace talks. They also acknowledged the support of the African Union, the United Nations, and other international partners. The statement welcomed the participation of leaders from the Sudan Revolutionary Front, the Sudan Liberation Movement-Minni Minawi, and the South Sudanese Mediation Team in the Riyadh meeting.

The Friends of Sudan highlighted the progress made in the peace talks concerning Darfur, Southern Kordofan, Blue Nile, and other regions, urging for the rapid conclusion of peace agreements. They called for all parties to participate in the peace process and warned against any actions that could obstruct the progress made.

Concerns were also raised about recent outbreaks of violence in Darfur, South Kordofan, and East Sudan, with a call for the transitional government to ensure the protection of civilians and effective security measures. The statement stressed the need for the meaningful involvement of women and youth in the peace process and urged the parties to consider Sudan’s economic challenges exacerbated by the COVID-19 pandemic.

Finally, the Friends of Sudan underscored the necessity for continued support from international partners for the transitional government and the timely implementation of economic reforms agreed upon with the International Monetary Fund.",https://english.aawsat.com/home/article/2443521/riyadh-host-%E2%80%98friends-sudan%E2%80%99-conference-discuss-challenges-facing-peace;https://reliefweb.int/report/sudan/friends-sudan-group-adopts-declaration-sustainable-peace-sudan,MR
SUD202008-11,Sudan,625,,Juba,SSD,31.6,4.85,13,8,2020,Egypt,CON_82,CON_82,651,1,Abbas Kamel,Juba Peace Process,1,1,0,,,"On Tuesday, the leadership of the Sudan Revolutionary Front (SRF) rebel alliance held meetings in Juba, the capital of South Sudan, with international and regional parties to advance the Sudanese peace process. The SRF engaged with high-level delegations from Chad, Egypt, and the United Arab Emirates (UAE), as well as with Sudan’s Minister of Defence. In Juba, the SRF met with a Chadian delegation led by Sheikh Ben Omar, Diplomatic Advisor to President Idris Déby, to discuss Chad's support for the peace process. SRF spokesperson Osama Saeed highlighted Chad's role as a key partner in the peace efforts.",https://www.dabangasudan.org/en/all-news/article/sudan-revolutionary-front-meet-international-actors-in-juba;https://allafrica.com/stories/202008170309.html,MR
SUD202008-12,Sudan,625,,Juba,SSD,31.6,4.85,13,8,2020,Chad,CON_157,CON_157,483,1,Sheikh Ben Omar,Juba Peace Process,1,1,0,,,"On Tuesday, the leadership of the Sudan Revolutionary Front (SRF) rebel alliance held meetings in Juba, the capital of South Sudan, with international and regional parties to advance the Sudanese peace process. The SRF engaged with high-level delegations from Chad, Egypt, and the United Arab Emirates (UAE), as well as with Sudan’s Minister of Defence. The rebel leaders also held talks with a high-level UAE delegation headed by Prof. Khalid Saif Al Shamsi, who is responsible for Sudanese affairs. Discussions focused on the UAE's involvement in the peace process and the implementation of the forthcoming peace agreement.",https://www.dabangasudan.org/en/all-news/article/sudan-revolutionary-front-meet-international-actors-in-juba;https://allafrica.com/stories/202008170309.html,MR
SUD202008-13,Sudan,625,,Juba,SSD,31.6,4.85,13,8,2020,United Arab Emirates,CON_591,CON_591,696,1,Khalid Saif al-Shamsi,Juba Peace Process,1,1,0,,,"On Tuesday, the leadership of the Sudan Revolutionary Front (SRF) rebel alliance held meetings in Juba, the capital of South Sudan, with international and regional parties to advance the Sudanese peace process. The SRF engaged with high-level delegations from Chad, Egypt, and the United Arab Emirates (UAE), as well as with Sudan’s Minister of Defence. Additionally, a delegation from Egypt, led by Maj. Gen. Abbas Kamil, Head of the Egyptian General Intelligence Service, expressed Egypt's full support for the peace process and its commitment to contributing to its success. The SRF anticipates that the peace agreement with the Sudanese government will be signed in the coming days, which is expected to aid in achieving lasting peace in Sudan.",https://www.dabangasudan.org/en/all-news/article/sudan-revolutionary-front-meet-international-actors-in-juba;https://allafrica.com/stories/202008170309.html,MR
SUD202008-14,Sudan,625,,Juba,SSD,31.6,4.85,14,8,2020,South Sudan,CON_173,CON_173,626,1,Dhieu Mathok,Juba Peace Process,2+,1,0,,,"In Juba, the Sudanese government delegation and Darfur rebel movements have agreed to unify their positions on security arrangements as they continue peace negotiations. With the UN-AU Mission in Darfur (UNAMID) preparing for its exit by the end of the year, both sides have decided to consolidate various negotiation papers into a single document to address outstanding disputes.

Maj Gen Yasin Ibrahim, Sudan's Minister of Defence and head of the government’s security team, arrived in Juba to advance talks, which are reportedly progressing well. South Sudanese mediator Dhieu Mathok highlighted that all political protocols have been agreed upon, leaving only the security protocol to be finalized. The arrival of the Sudanese delegation signals that the peace negotiations are nearing completion, with a comprehensive peace agreement expected soon.

Previously, Mathok had announced a postponement of the final agreement due to issues stemming from the violent dispersal of a sit-in in Fata Borno, North Darfur, which the Sudan Revolutionary Front (SRF) cited as a reason for the delay.",https://www.dabangasudan.org/en/all-news/article/sudan-revolutionary-front-meet-international-actors-in-juba; https://allafrica.com/stories/202008160043.html,M
