id,GLOPAD_ID,PAAX_ID,ActorName,GW_ID,org_region,actor_classification,actor_classification_glopad,other_glopad_id
783,IGO_892,IGO_892,United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (MINUSCA),,,International IGO,International IGO,
784,OTH_895,OTH_895,Front for the Respect of the Constitution,490,,,Civil Society,
785,POL_1325,POL_1325,La Mouvance,438,,,Political Party,
786,OTH_898,OTH_898,Guinea - Opposition Party,438,,,Political Party,
787,NGO_1264,NGO_1264,Eminent Personalities,626,,,Civil Society,
788,NGO_1178,NGO_1178,Balay Mindanaw Foundation Inc.,840,,,Civil Society,
789,ENT_962,ENT_962,Pristina,347,,,Entity,
790,ENT_961,ENT_961,Belgrade,340,,,Entity,
791,OTH_914,OTH_914,Transitional Government,482,,,Government/state,
792,OTH_1326,OTH_1326,National Stakeholders,482,,,Other,
793,POL_916,POL_916,Political Parties Representatives,775,,,Political Party,
794,COA_918,COA_918,Troika Countries,,,,State Coalition,
795,POL_1115,POL_1115,People's Democratic Movement,626,,,Political Party,
796,NGO_1075,NGO_1075,Gender Empowerment for South Sudan Organisation,626,,,Civil Society,
797,NGO_1266,NGO_1266,Business Community Representatives,626,,,Civil Society,
798,NGO_1265,NGO_1265,Academia Representative,626,,,Civil Society,
799,NGO_1263,NGO_1263,Women Coalition,626,,,Civil Society,
800,POL_923,POL_923,United Democratic Party,626,,,Political Party,
801,POL_922,POL_922,United Sudan African Party,626,,,Political Party,
802,POL_920,POL_920,United Democratic Salvation Front,626,,,Political Party,
803,OTH_925,OTH_925,Congress of Syrian National Dialogue,652,,,Other,
804,OTH_927,OTH_927,National Committee Prisoners Affairs & Missing Persons,678,,,Other,
805,OTH_928,OTH_928,Foundation and Representative Prisoners Affairs & Missing Persons of the Arab Coalition ,678,,,Other,
806,CON_930,CON_930,Equatorial Guinea,411,,Country/State,Country/State,
807,OTH_929,OTH_929,High Council of State,620,,,Other,
808,OTH_934,OTH_934,Transitional Military Council,625,,,Government/state,
809,POL_1360,POL_1360,Communist Party of the Philippines,840,,,Political Party,
810,IGO_950,IGO_950,African Union-United Nations Hybrid Operation in Darfur (UNAMID),,,International IGO,International IGO,
811,OTH_952,OTH_952,Bodoland Territorial Council,750,,,Other,
812,OTH_953,OTH_953,United Bodo People's Organization,750,,,Civil Society,
813,NGO_956,NGO_956,Medical Professionals,678,,,Civil Society,
814,POL_957,POL_957,Political Parties Group,775,,,Political Party,
815,OTH_1304,OTH_1304,Sudan Liberation Movement - Transitional Council,625,,,Other,
816,GOV_1301,GOV_1301,Karbi Anglong Autonomous Council,750,,,Government/state,
817,OTH_968,OTH_968,Transitional Sovereignty Council,625,,,Government/state,
818,OTH_969,OTH_969,Libyan Political Dialogue Forum,620,,,Other,
819,NGO_973,NGO_973,ACIAR,490,,,Civil Society,
820,IGO_972,IGO_972,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo (MONUSCO),,,International IGO,International IGO,
821,ENT_970,ENT_970,Ituri,490,,,Entity,
822,OTH_1021,OTH_1021,Group and Village Leaders,490,,,Civil Society,
823,OTH_1020,OTH_1020,Cooperative for Development of the Congo Church,490,,,Civil Society,
824,NGO_977,NGO_977,South Kivu Civil Society,490,,,Civil Society,
825,OTH_981,OTH_981,"Commission for Support of the Community Awareness, Disarmament, Demobilisation and Reintegration Process (CIAP-DDRC)",490,,,Other,
826,OTH_984,OTH_984,SFCG – Consortium Maji ya Amani,490,,,Civil Society,
827,OTH_983,OTH_983,Association for Integrated Community Development (ADCI),490,,,Civil Society,
828,IGO_985,IGO_985,European Free Trade Association,,Europe,Regional IGO,Regional IGO,
829,ENT_986,ENT_986,Autonomous Bougainville Government,910,,,Government/state,
830,COA_988,COA_988,Group of Five for the Sahel,,Africa,,State Coalition,
831,IGO_990,IGO_990,Office of the Special Envoy of the Secretary-General for Yemen (OSESG-Yemen),,,International IGO,International IGO,
832,POL_997,POL_997,Social Democratic Party of Bosnia and Herzegovina,346,,,Political Party,
833,POL_1000,POL_1000,Movement of Democratic Action,346,,,Political Party,
834,POL_999,POL_999,Democratic Front,346,,,Political Party,
835,POL_1003,POL_1003,Alliance of Independent Social Democrats,346,,,Political Party,
836,POL_994,POL_994,People and Justice,346,,,Political Party,
837,POL_996,POL_996,People's European Union of Bosnia and Herzegovina,346,,,Political Party,
838,POL_1002,POL_1002,Independent Bloc,346,,,Political Party,
839,POL_1001,POL_1001,United Srpska,346,,,Political Party,
840,IGO_1006,IGO_1006,European Council,,Europe,Regional IGO,Regional IGO,
841,POL_998,POL_998,Our Party,346,,,Political Party,
842,IGO_1070,IGO_1070,Lake Chad Basin Commission,,Africa,Regional IGO,Regional IGO,
843,OTH_1300,OTH_1300,National Security Service,626,,,Other,
844,OTH_1016,OTH_1016,Elder/Community Leader,626,,,Civil Society,
845,ENT_1103,ENT_1103,Hirshabelle,520,,,Entity,
846,ENT_1102,ENT_1102,South West State,520,,,Entity,
847,ENT_1104,ENT_1104,Banaadir,520,,,Entity,
848,POL_1026,POL_1026,Centrafrique pour nous tous,482,,,Political Party,
849,POL_1027,POL_1027,Truth and Justice,482,,,Political Party,
850,NGO_1032,NGO_1032,Pan-African Union of the Young,482,,,Civil Society,
851,NGO_1034,NGO_1034,Ambassadors of Peace,482,,,Civil Society,
852,NGO_1030,NGO_1030,Bishops of Central African Republic,482,,,Civil Society,
853,NGO_1029,NGO_1029,Islamic Community,482,,,Civil Society,
854,POL_1005,POL_1005,National Party for a New Central Africa,482,,,Political Party,
855,NGO_1028,NGO_1028,Muslim Community,482,,,Civil Society,
856,NGO_1031,NGO_1031,Alliance of the Evangelicals of CAR,482,,,Civil Society,
857,POL_1004,POL_1004,African Party for Radical Transformation and Integration of States,482,,,Political Party,
858,POL_1025,POL_1025,United Hearts Movement,482,,,Political Party,
859,OTH_1072,OTH_1072,Ceasefire Supervisory Board,750,,,Other,
860,OTH_1018,OTH_1018,Committee 7 + 7,626,,,Other,
861,NGO_1012,NGO_1012,Ara Pacis Initiatives for Peace Onlus,325,,,Civil Society,
862,IGO_1118,IGO_1118,East African Community Regional Force,,Africa,Regional IGO,Regional IGO,
863,OTH_1009,OTH_1009,Ad Hoc Joint Action Group,840,,,Other,
864,OTH_1024,OTH_1024,"Office of the Presidential Adviser on Peace, Reconciliation and Unity",840,,,Other,
865,OTH_1071,OTH_1071,Advisory Committee of the Libyan Political Dialogue Forum,620,,,Other,
866,POL_1119,POL_1119,Nationalist Socialist Council of Nagalim/Government of the People's Republic of Nagalim,750,,,Political Party,
867,OTH_1120,OTH_1120,Working Committee of National Naga Political Groups,750,,,Other,
868,NGO_1121,NGO_1121,Naga Civil Society Organisation,750,,,Civil Society,
869,NGO_1122,NGO_1122,Church Forums (Nagaland),750,,,Civil Society,
870,ENT_1099,ENT_1099,Nagaland,750,,,Entity,
871,ENT_1133,ENT_1133,Oromia region,530,,,Entity,
872,IGO_1137,IGO_1137,United Nations Verification and Inspection Commission (UNVIC),,,International IGO,International IGO,
873,NGO_1259,NGO_1259,Trade Union and Professional Associations Representatives,625,,,Civil Society,
