med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,individual_med_named,groupings_mechanisms,num_local,if_loc_belig,agmt,ceasefire,agmt_name,agmt_id_PAX,Summary,source_urls,med_type
LIB202303-9,Libya,620,,Tripoli,LBN,35.8344,34.4367,9,3,2023,United States,CON_3,CON_3,2,1,Richard Norland; Leslie Ordman,,1,1,0,,,,"Libyan Foreign Minister Najla Al-Mangoush told the US ambassador to Libya, Richard Norland, and Chargè d'affaires Leslie Ordman, about the latest developments in the political situation in Libya and they all reviewed ways to support the initiative of the UN envoy Abdoulaye Bathily. The Foreign Ministry said the meeting saw a discussion about the role of the Ministry in coordination and cooperation with the US for a successful political process under the auspices of the UN, while Al-Mangoush reiterated the importance of the Government of National Unity's work toward holding elections and ending transitional periods by unifying local and international efforts to that end. The US embassy said on Twitter that Norland had emphasized in his meeting with Al-Mangoush that the US stands side by side with the Libyan people in recognition of their right to elect their leaders. ",https://libyaobserver.ly/news/foreign-minister-tells-us-ambassador-her-government-stabilizing-libya,MR
LIB202303-10,Libya,620,,Tripoli,LBN,35.8344,34.4367,9,3,2023,United States; United Kingdom; France; Germany; Italy,CON_3;CON_19;CON_7;CON_2;CON_2;CON_139,CON_3; CON_19; CON_7; CON_2; CON_2; CON_139,2; 200; 220; 255; 260; 325,5,,,1,1,0,,,,"Libyan Prime Minister, Abdul Hamid Dbeibah, held a meeting with the ambassadors and envoys of the United States, Britain, France, Germany and Italy to Libya, (known as members of the ""p3 + 2"" group,) in Tripoli. Dbeibah's media office said the diplomats briefed the PM on the results of their recent meetings in the United States, the Security Council session on Libya, and the coordination of international efforts in support of elections. Meanwhile, Dbeibah reaffirmed his support for the efforts of the UN envoy Abdoulaye Bathily, saying they are consistent with the vision of the Government of National Unity for the next stage, especially holding elections, ending the transitional stages and unifying the local and international efforts to help Libya issue a free and fair constitutional basis. The foreign ambassadors and envoys confirmed their support for Bathily's efforts, which seek to hold elections before the end of this year, praising the work made by the GUN in this file and hailing its clear vision for elections.",https://libyaobserver.ly/news/libyan-pm-holds-meeting-foreign-diplomatic-officials-tripoli,MR
LIB202303-11,Libya,620,,Tripoli,LBN,35.8344,34.4367,10,3,2023,Algeria,CON_255,CON_255,615,1,Said Chenegriha,,1,1,0,,,,"The Chief of Staff of the Algerian People’s National Army, Lieutenant General Said Chenegriha, pledged on Thursday to help Libya overcome its security and political crisis, the Algerian Defense Ministry said in a statement. Chanegriha met with the Chief of the General Staff of the Libyan Army, Lieutenant General Mohamed Al-Haddad, at the headquarters of the Ministry, the statement added. During the meeting, the Algerian General stressed the importance of exchanging views on the developments in the region, and on bilateral cooperation to resolve problems. It expressed willingness to help organize general elections in the country with the aim of ending the crisis. He stressed that his country always seeks to be a stabilizing factor in the region, and contributes to sustainable development in neighboring countries.",https://english.aawsat.com/home/article/4203996/algerian-chief-staff-pledges-help-libya-resolve-its-crisis,MR
LIB202303-12,Libya,620,,Tripoli,LBN,35.8344,34.4367,21,3,2023,United States,CON_3,CON_3,2,1,Barbara Leaf,,1,1,0,,,,Libyan Minister of Foreign Affairs and International Cooperation Najla Al-Mangouch discussed here Tuesday with US Assistant Secretary of State for Middle East Affairs Barbara Leaf efforts of the national unity government to strengthen stability and prepare for elections in Libya,https://www.panapress.com/Najla-al-Mangouch-discusses-Liby-a_630742608-lang2.html,MR
LIB202310-9,Libya,620,,Tripoli,LBN,35.8344,34.4367,28,10,2023,Turkey,CON_562,CON_562,640,1,Ahmet Yildiz,,2+,1,0,,,,"The Turkish Deputy Foreign Minister began a working visit to Libya on Saturday, when he met with the Head of the Presidential Council Mohammed Menfi, the Head of the High Council of State, Mohammed Takala, and others, including the Governor of the Central Bank of Libya, Al-Siddiq Al-Kabir...Deputy Minister of Foreign Affairs Ambassador H.E. Mr. Ahmet Yıldız will pay a visit to Libya on 28 October through 1 November 2023. Following his meetings in Tripoli, Deputy Minister Yıldız will also travel to Benghazi to receive information from the authorities regarding the flood disaster in Derna.",https://libyaobserver.ly/news/libyan-pm-dbeibah-gives-green-light-reopening-turkish-consulate-benghazi; https://www.africa-newsroom.com/press/press-release-regarding-the-visit-of-ambassador-his-excellency-mr-ahmet-yildiz-deputy-minister-of-foreign-affairs-to-libya,MR
LIB202304-15,Libya,620,,New York,USA,-73.9249,40.6943,14,4,2023,Russia,CON_21,CON_21,365,1,Vasily Nebenzya,,1,1,0,,,,"Libya's ambassador to the United Nations, Taher El Sonni, discussed with the Russian counterpart, Vasily Nebenzya, in New York on Wednesday the developments in Libya and the challenges facing the political track as well as the electoral process. El Sonni said on Twitter that the meeting was within the framework of Russia's presidency of the Security Council this month and prior to the special session on Libya on April 18. The two ambassadors also discussed the role Russia can play to support stability in Libya, and the importance of joint action to support the will of Libyans to end the crisis and all kinds of external intervention.",https://libyaobserver.ly/inbrief/el-sonni-and-his-russian-counterpart-discuss-moscows-support-stability-libya,MR
LIB202305-12,Libya,620,,Tunis,TUN,10.1817,36.8064,4,5,2023,Tunisia,CON_590,CON_590,616,1,Kais Saied,,1,1,0,,,,"Tunisian President Kais Saied met with Libyan Foreign Minister Najla Mangoush on Wednesday to discuss bilateral ties and cooperation, as announced by the Tunisian Presidency in a statement. Saied emphasized the importance of reinforcing consultation and collaboration between Tunisia and Libya in various areas, including the economic, investment, energy, and security sectors. The Tunisian president reiterated his country’s unwavering stance on resolving the Libyan crisis, advocating for an approach centered on unity. Saied highlighted the need to overcome present challenges and increase meetings at all levels, expressing readiness to execute bilateral agreements. The statement also revealed that the meeting covered several regional and international matters of mutual interest.",https://themedialine.org/headlines/tunisian-president-libyan-foreign-minister-discuss-strengthening-cooperation/,MR
LIB202311-3,Libya,620,,Tunis,TUN,10.1817,36.8064,7,11,2023,UNSMIL; France; Italy; Turkey; United Kingdom; AU,IGO_750;CON_7;CON_139;CON_562;CON_19;GP-6,IGO_750; CON_7; CON_139; CON_562; CON_19; ,; 220; 325; 640; 200; ,6,Abdoulaye Bathily,International Follow-Up Committee on Libya (IFC); UNSMIL process,2+,1,0,,,,"From 7 to 9 November, UNSMIL organized a workshop in Tunis for the 5+5 Joint Military Commission, in the presence of the Special Representative and the co-chairs of the security working group (France, Italy, Türkiye, the United Kingdom of Great Britain and Northern Ireland and the African Union). Participants addressed progress achieved to date on the security track, as well as challenges faced in the implementation of the ceasefire agreement of 23 October 2020, including as regards the withdrawal of foreign fighters, foreign forces and mercenaries from Libya.",https://unsmil.unmissions.org/sites/default/files/sg_report_.pdf,M
LIB202311-4,Libya,620,,Egypt,EGY,30,27,8,11,2023,Egypt,CON_82,CON_82,651,1,,Egyptian Initiative,2+,1,0,,,,"Heads of rival assemblies, Aguila Saleh of HoR and Mohamad Takala of High Council of State, met in Egypt but failed to reach a breakthrough. Saleh continued to back HoR-approved election laws and called for formation of interim unity government, while Takala insisted that his assembly did not approve final version of laws and allegedly refused to back new government formation. ",,M
LIB202305-13,Libya,620,,Tripoli,LBN,35.8344,34.4367,10,5,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"Bathily held other meetings and contacts in Tripoli to discuss the Libyan file. On Wednesday, the UN envoy met with President of the Libyan Presidential Council (LPC) Mohamed al-Manfi.",https://english.aawsat.com/arab-world/4323641-icc-track-down-perpetrators-%E2%80%98war-crimes%E2%80%99-libya,M
LIB202305-14,Libya,620,,Virtual ,0, , ,10,5,2023,United States,CON_3,CON_3,2,1,Richard Norland,,1,1,0,,,,"In a phone call on Wednesday, Norland discussed with Libyan Presidential Council member, Abdullah Al-Lafi, efforts towards national reconciliation in Libya and ways to progress towards holding elections on schedule. According to a tweet from the embassy on Thursday, “both parties agreed that efforts to promote national reconciliation in Libya are necessary to ensure long-term peace and prosperity throughout the country.” They also discussed “the need for concerted and tangible efforts by Libyan parties to make progress towards holding elections on schedule and ensuring fair revenue distribution,” according to the tweet. ",https://english.aawsat.com/arab-world/4323641-icc-track-down-perpetrators-%E2%80%98war-crimes%E2%80%99-libya,MR
LIB202305-15,Libya,620,,Bahrain,BHR,50.55,26,13,5,2023,Bahrain,CON_18,CON_18,692,1,,,1,1,0,,,,"Mangoush visited Bahrain on Saturday as part of her tour to several countries ahead of the Jeddah summit. She is aiming to coordinate and support joint Arab efforts and positions on regional challenges, especially in Sudan. The tour also seeks to garner Arab support for the elections in Libya and preserving consensus on supporting its stability.",https://english.aawsat.com/gulf/4328346-saudi-arabia-mulling-reopening-its-embassy-libya,MR
LIB202305-16,Libya,620,,Muscat,OMN,58.5922,23.6139,14,5,2023,Oman,CON_606,CON_606,698,1,Sayyid Badr Hamad Al Busaidi; Khalid Hashel Al Muselhi,,1,1,0,,,,"Sayyid Badr Hamad Al Busaidi, Foreign Minister, yesterday held a session of political talks with Dr. Najla Mohammed El Mangoush, Minister of Foreign Affairs and International Collaboration of Libya, who is on an official visit to the Sultanate of Oman. During the meeting, the two sides affirmed their keenness to cement ties between the two countries and two peoples. They discussed aspects of bilateral cooperation in political, economic and cultural fields, in addition to ways of maximizing mutual benefits for both countries. About developments in the Libyan arena, the Libyan Minister spoke about the efforts made to achieve internal political consensus and enhance the role undertaken by the representative of the United Nations Secretary-General. Sayyid Badr reiterated Oman’s firm support for those efforts and endeavours between Libyan parties to preserve the unity and sovereignty of the State of Libya, with the help of the United Nations, Arab and friendly countries to achieve Libya’s supreme interests in a manner that consolidates the pillars of security and stability and promotes the country’s comprehensive development programmes.The meeting was attended by Khalid Hashel Al Muselhi, Head of the Minister’s Office Department, officials of the Foreign Ministry, the Chargé d’Affaires of the Libyan Embassy in Oman and the delegation accompanying the Libyan Minister.",https://timesofoman.com/article/130860-oman-and-libya-to-bolster-relations,MR
LIB202305-17,Libya,620,,Qatar,QAT,51.25,25.5,14,5,2023,Qatar,CON_486,CON_486,694,1,Mohammed bin Abdulrahman bin Jassim Al Thani,,1,1,0,,,,"In other news, Foreign Minister Najla al-Mangoush arrived in Qatar on Sunday on the second stop in a tour before the Arab League summit in Saudi Arabia on Friday. She met with Qatari Prime Minister and Minister of Foreign Affairs, Mohammed Bin Abdul Rahman Al-Thani, praising Doha’s role in supporting the stability of Libya and the electoral process.",https://english.aawsat.com/gulf/4328346-saudi-arabia-mulling-reopening-its-embassy-libya,MR
LIB202312-4,Libya,620,,Benghazi,LBY,20.0667,32.1167,11,12,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,2+,,0,,,,"In Benghazi on 11 and 12 December, the Special Representative met with representatives of political parties and social councils, respectively, who shared their perspectives on ways to build intra-Libyan consensus to advance the political process",https://unsmil.unmissions.org/sites/default/files/n2408061.pdf,MR
LIB202312-5,Libya,620,,Tripoli,LBN,35.8344,34.4367,13,12,2023,UNSMIL,IGO_750,IGO_750,,1,,UNSMIL process,2+,,0,,,,"At a meeting with UNSMIL in Tripoli on 13 December, 15 youth activists, including 9 women, shared their proposals to overcome the political deadlock. In addition, they recommended introducing a youth quota in parliament and other measures to enable young people to contribute to shaping the future of Libya",https://unsmil.unmissions.org/sites/default/files/n2408061.pdf,MR
LIB202312-6,Libya,620,,Cairo,EGY,31.2358,30.0444,16,12,2023,Egypt; UNSMIL,CON_82;IGO_750,CON_82; IGO_750,651; ,2,Abdoulaye Bathily,UNSMIL process; Egyptian Initiative,2+,1,0,,,,"Key factions involved in Libya met in Cairo over the weekend, according to several reports in the region. These include President Mohamed Menfi of the Presidential Council, the Speaker of the House of Representatives Aqilah Saleh, and Khalifa Haftar, who runs eastern Libya. They are all involved in discussions that could lead to some kind continued progress in a brokered settlement to end years of conflict in Libya. Egypt backs the talks and UN envoy Abdoulaye Bathily has backed the dialogue. These tripartite talks are a continuation of talks over the past year. In January Haftar and Saleh also met in Egypt. At the time, Egyptian and Libyan sources told Asharq Al-Awsat “that they will meet with Egyptian officials for talks on several Libyan political and military issues.” Al-Ain media, which is based in the UAE, noted that “the meeting, hosted by Cairo, aims to urge Aqilah Saleh and Haftar to participate in the international dialogue, in addition to discussing the reconstruction of Derna, after receiving the World Bank report in particular.” Derna was harmed by floods this year. Aqilah Saleh recently was in Turkey where he met with the Turkish leadership.",https://www.jpost.com/middle-east/article-778395,M
LIB202312-7,Libya,620,,,,,,18,12,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,2+,1,0,,,,"Bathily briefed UNSC on his latest initiatve to convene meeting of Libya's five main political stakeholders. He said that all invitees had submitted names of their respective delegations but lamented that “Libyan leaders show no commitment to ending the long-standing stalemate”. Stakeholders have reportedly stated irreconcilable conditions for their participation. Notably, eastern-based House of Representatives (HoR) Speaker Aguila Saleh conditioned attendance to focusing discussions on formation of “new govt for elections” and rejected participation of Tripoli-based PM Abdelhamid Dabaiba on grounds that he is no longer legitimate. Meanwhile, Dabaiba, while ready to discuss outstanding issues in electoral laws, categorically rejected any discussions on “new govt”. Libyan National Army (LNA) chief Khalifa Haftar conditioned Dabaiba’s Govt of National Unity (GNU) participation to inclusion of HoR-appointed govt, or exclusion of both govts.",,M
LIB202305-18,Libya,620,,Tripoli,LBN,35.8344,34.4367,16,5,2023,Netherlands,CON_10,CON_10,210,1,Paul Huijts,,1,1,0,,,,"The Vice Foreign Minister of the Netherlands, Paul Huijts, has reaffirmed his country's position in support of peace and stability in Libya, and holding comprehensive elections that express the will of the Libyan people. Huijts expressed in a meeting with the Libyan Prime Minister Abdul Hamid Dbeibah in Tripoli his happiness at the opening of the new headquarters of the Dutch embassy in Tripoli after its expansion, while Dbeibah expressed his appreciation for the Libyan-Dutch bilateral relations, stressing the importance of facilitating the granting of visas to Libyan citizens. Huijts  added that the Netherlands fully supports Libya and the UN in their pursuit of lasting peace through elections and inclusivity, adding that ""Together, let's build a future where every voice matters.""",https://libyaobserver.ly/news/dbeibah-dutch-vice-foreign-minister-hold-meeting-following-embassys-reopening,MR
LIB202401-21,Libya,620,,Tunis,TUN,10.1817,36.8064,9,1,2024,UNSMIL,IGO_750,IGO_750,,1,,UNSMIL process,2+,1,0,,,,"On 9 and 10 January 2024, UNSMIL hosted a workshop in Tunis to improve collaboration between the House of Representatives, the High State Council and security institutions on reforming the security sector. Members of the House of Representatives, the High State Council and the 5+5 Joint Military Commission participated in the workshop, in addition to other security officials and civil society representatives. Participants included one woman from the House of Representatives and six from civil society organizations from across the country. The workshop emphasized the role of legislative authorities and civil society in security sector reform and produced recommendations, including on the demilitarization of urban areas and avoiding the use of military forces for internal security",https://unsmil.unmissions.org/sites/default/files/n2408061.pdf,MR
LIB202305-19,Libya,620,,Kuwait,KWT,47.6581,29.3375,16,5,2023,Kuwait,CON_563;CON_563,CON_563; CON_563,692; 690,1,Salem al-Sabah,,1,1,0,,,,"Kuwait's Foreign Minister Sheikh Salem Al-Sabah received on Tuesday his visiting Libyan counterpart Najla El-Mangoush, holding talks on bilateral relations and current developments around the world. The Kuwaiti Foreign Minister reiterated his country's unwavering support for Libya and the measures Tripoli takes to protect its security and stability, while the Libyan minister highlighted her appreciation of Kuwait's contributions towards peace in the region.",https://www.kuna.net.kw/ArticleDetails.aspx?id=3094849&language=en;https://www.kuna.net.kw/ArticleDetails.aspx?id=3094849&language=en,MR
LIB202305-20,Libya,620,,Jeddah,SAU,39.1728,21.5433,19,5,2023,League of Arab States,IGO_346,IGO_346,,1,,,1,1,0,,,,"On 19 May, the thirty-second regular session of the Council of the League of Arab States was held in Jeddah, Saudi Arabia. Libya was represented by the President of the Presidential Council. In its final resolutions, the League expressed support for United Nations efforts to support Libyans in finding a comprehensive political settlement, encouraged the House of Representatives and High State Council to swiftly finalize the electoral laws and expressed full support for the work of the 5+5 Joint Military Commission. It also stressed the importance of a Libyan -Libyan solution and reiterated support for the holding of parliamentary and presidential elections in order to end the political deadlock.",https://unsmil.unmissions.org/sites/default/files/s-2023-589_-_sg_report_on_unsmil.pdf,MR
LIB202305-21,Libya,620,,New York,USA,-73.9249,40.6943,21,5,2023,DPPA,GP-20,,,1,Rosemary DiCarlo,,1,1,0,,,,"Libya's representative to the United Nations, Taher Al-Sunni, has reviewed with the Assistant Secretary-General of the United Nations for Political Affairs, Rosemary A. DiCarlo, the latest Libyan political developments and the work of the UN mission in Libya, as well as the situation in neighboring countries. Al-Sunni stated that DiCarlo affirmed the UN support for the stability of Libya and to reach consensus on the constitutional basis and electoral laws. DiCarlo also confirmed sending a team to find out the ongoing preparations for elections in Libya at the beginning of next month, in order to support the High National Elections Commission, the government and the relevant institutions for the success of the electoral process in the country, Al-Sunni added.",https://libyaobserver.ly/inbrief/al-sunni-discusses-un-official-latest-political-developments-libya,MR
LIB202305-22,Libya,620,,Tripoli,LBN,35.8344,34.4367,22,5,2023,Netherlands; Switzerland; UNSMIL,CON_10;CON_202;IGO_750,CON_10; CON_202; IGO_750,210; 225; ,3,,International Follow-Up Committee on Libya (IFC); UNSMIL process,1,1,0,,,,"On 22 May, the Co-Chairs of the working group on international humanitarian law and human rights – namely Netherlands (Kingdom of the), Switzerland and the United Nations – held a high-level plenary session with the Presidential Council, in Tripoli, which was focused on making human rights the central element of the political and national reconciliation process in Libya. The Presidential Council and the working group signed a declaration of intent on further strengthening collaboration and establishing a regular and inclusive dialogue to advance human rights in Libya",https://unsmil.unmissions.org/sites/default/files/s-2023-589_-_sg_report_on_unsmil.pdf,MR
LIB202401-22,Libya,620,,Tripoli,LBN,35.8344,34.4367,24,1,2024,United States; UNSMIL,CON_3;IGO_750,CON_3; IGO_750,2; ,2,Richard Norland; Jeremy Berndt; Joshua Harris; Abdoulaye Bathily,UNSMIL process,2+,1,0,,,,"The United States (US) Special Envoy to Libya, Richard Norland, discussed with the Prime Minister Abdul Hamid Dbeibah the results of his meetings with political parties in a meeting in Tripoli on Wednesday. The American delegation headed by Norland, which included the Deputy Assistant Secretary of State for North African Affairs, Joshua Harris, and the Chargé d’Affaires at the United States Embassy in Libya, Jeremy Brendt, in the presence of the Ministers of State for Foreign Affairs, Cabinet Affairs State Minister, Adel Jumua, and the State Minister for Communication and Political Affairs, Walid Al-Lafi. The meeting discussed the results of Norland’s meetings with a number of political parties regarding advancing the political process with the aim of reaching elections, as Norland praised Dbeibah's acceptance of the dialogue that the United Nations mission is working to hold for the Libyan parties. Dbeibah reaffirmed his support for local and international efforts aimed at holding elections in accordance with fair laws and ending the transitional stages. He renewed his support for the efforts of the UN envoy Abdoulaye Bathily to address the political impasse and lead the country to election, as it is the demand of all Libyans....Norland arrived in Tripoli early Wednesday, and met with the Chairman of the Presidential Council, Mohammed Menfi, the Chairman of National Oil Corporation, Farhat Bengdara, the Head of the Egyptian Diplomatic Mission in Tripoli, Ambassador Tamer Mustafa, and Bathily.... Two of a series of meetings where US Ambassador to Libya (Norland) met with key leaders in an attempt to mobilise support for UN envoy Bathily's meeting between the main political stakeholders. After the meeting, Dabaiba and Takala accepted Bathily's invitation. .... At a time when the Libyan political process is bogged down in a new impasse, a US delegation led by the US special envoy to Libya, Ambassador Richard Norland, has been holding a series of meetings with the players in the Libyan crisis since Tuesday... An American delegation has discussed with the head of the High Council of State (HCS), Mohamed Takala, the initiative of the UN envoy to Libya, Abdoulaye Bathily, regarding his call for the five-party table to create a political consensus that contributes to resolving the Libyan crisis and reviving the democratic path to reach elections, reviewing alternative proposals in the event that the initiative fails. This came during a meeting held at the HCS headquarters, in the presence of the US Deputy Assistant Secretary of State for North Africa, accompanied by the US Special Envoy to Libya, and the US Chargé d’Affairs, according to the HCS media office. Takala stressed that the Council is committed to the political agreements and their outcomes, pointing out that it agreed from the beginning to sit at the dialogue table, and that it supports the efforts aimed at reaching a comprehensive and just national reconciliation, and issuing electoral laws that everyone agrees on legally and politically.",https://libyaobserver.ly/news/us-envoy-reviews-libya-pm-results-his-meetings-benghazi-and-tripoli; https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=95&page=1; https://www.panapress.com/Political-impasse-in-Libya-Unite-a_630761798-lang2.html; https://libyaobserver.ly/inbrief/american-delegation-discusses-takala-bathily-initiative,M
LIB202305-23,Libya,620,,Tripoli,LBN,35.8344,34.4367,29,5,2023,Malta,CON_614,CON_614,338,1,Christopher Cutajar; Ryan Spagnol; Charles Saliba; Clinton O'Neill; Alex Dalli,,1,1,0,,,,"The Maltese delegation, led by the Permanent Secretary at the Ministry of Foreign and European Affairs and Trade Christopher Cutajar, saw several meetings held in Tripoli and Benghazi on 29 and 30 May. He was joined by Ryan Spagnol (Secretary to the Cabinet), Charles Saliba (Malta’s Ambassador to Libya), Brigadier Clinton O’Neill (AFM Commander), and former prison boss Alex Dalli, who is Malta’s Special Envoy for Migration. In Tripoli, the delegation also met with General Abdulfatah Belug, Head of Operations of the Armed Forces, Admiral Al Buni, Head of Navy and Admiral Ridaa Ben Isa, Head of Coast Guard, as well as Mr Mohammed Said, Under-Secretary at the Ministry of Interior. The two delegations explored new avenues of cooperation, particularly in light of the renewal of the Memorandum of Understanding on Migration that was signed in 2020. It was valid for a period of three years to be renewed automatically for another year. They also discussed the setting up of a joint committee to enhance working-level contacts between the different services.",https://www.maltatoday.com.mt/news/national/123212/maltese_officials_in_first_meeting_with_eastern_libya_military_leader_khalifa_haftar,MR
LIB202306-8,Libya,620,,Tripoli,LBN,35.8344,34.4367,12,6,2023,Qatar,CON_486,CON_486,694,1,Khaled al-Dosari,,1,1,0,,,,"Vice President of the Presidential Council (PC), Abdullah Al-Lafi, held talks with the Qatari Ambassador to Libya, Khaled Al-Dosari, which focused on bilateral issues, enhancing joint Arab action and developments on the elections track in Libya. The Qatari diplomat stressed the depth of relations between the two countries and his government's support for the PC's efforts towards national reconciliation, a statement by the PC said. In turn, Al-Lafi praised Qatar for ""supporting the democratic path"" in Libya and for following up the national reconciliation file from its early stages, saying that their priority is to drive the country towards elections as soon as possible.",https://libyaobserver.ly/inbrief/al-lafi-holds-talks-qatari-ambassador-libya,MR
LIB202307-7,Libya,620,,Brazzaville,COG,15.2711,-4.2694,19,7,2023,AU; UNSMIL,GP-6;IGO_750,; IGO_750,; ,2,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"On 19 and 20 July, the Congo, in its capacity as chair of the African Union HighLevel Committee on Libya, hosted a meeting of the African Union and the Libyan Presidential Council, in Brazzaville, with the aim of establishing a preparatory committee for a national conference on reconciliation. The Special Representative called for efforts towards advancing the reconciliation process and emphasized the need for transparent and inclusive elections...The members of the Security Council underlined the importance of an inclusive reconciliation process based on the principles of transitional justice and accountability and welcomed the efforts of the Presidential Council to launch the national reconciliation process, with the support of the African Union, including facilitating a meeting on national reconciliation in Libya.  The members of the Security Council took note in this regard of the convening in Brazzaville on 20 July of the Preparatory Committee for national reconciliation... I commend the Presidential Council’s national reconciliation efforts, with the leadership of Vice President Abdullah Al-Lafi, supported by the African Union, including a preparatory meeting on 19 and 20 July in Brazzaville, Republic of Congo for a National Reconciliation Conference by year’s end",https://press.un.org/en/2023/sc15394.doc.htm; https://unsmil.unmissions.org/sites/default/files/20230822_-_srsg_abdoulaye_bathilys_briefing_to_the_security_council_on_the_situation_on_libya.pdf; https://unsmil.unmissions.org/sites/default/files/s-2023-589_-_sg_report_on_unsmil.pdf,MR
LIB202307-8,Libya,620,,Tehran,IRN,51.3889,35.6892,25,7,2023,Iran (Islamic Republic of),CON_289,CON_289,630,1,Hossein Amirabdollahian,,1,1,0,,,,"The foreign minister of Iran expressed the country's readiness to assist Libya in the process of its reconstruction. In a meeting with his Libyan counterpart Najla Mangoush, held in Tehran on Tuesday, Iranian Foreign Minister Hossein Amirabdollahian expressed satisfaction with the restoration of security and stability to Libya. He also noted that Iran is prepared to expand relations with Libya as a friendly country and assist the North African nation in the process of its reconstruction. For her part, Mangoush said she was delighted to become the first high-ranking Libyan official to visit Tehran after 17 years, noting that her trip signifies the two countries' determination to broaden ties. The senior diplomats agreed on various plans to expand relations between the two states, such as convening the joint supreme commission, forming a committee on political consultations, strengthening economic and trade relations, promoting scientific and technological cooperation, and holding exhibitions.... ""Hossein Amirabdollahian, the Iranian Minister of Foreign Affairs met with his Libyan counterpart, Najla Mangoush, to discuss and exchange views on issues of mutual interest. Hossein Amirabdollahian, the Iranian Minister of Foreign Affairs met with his Libyan counterpart, Najla Mangoush, to discuss and exchange views on issues of mutual interest.While expressing his satisfaction with the establishment of security and stability in Libya, the Iranian Minister of Foreign Affairs expressed Tehran’s readiness to expand relations with the friendly country, Libya, and help in the reconstruction of the country. During the meeting, the two top diplomats agreed to enhance bilateral cooperation in various sectors. This includes the establishment of a Joint High Commission, the formation of a political consultation committee, the strengthening of economic and trade ties, scientific and technological collaboration, as well as organizing special exhibitions.....""Hossein Amirabdollahian, the Iranian Minister of Foreign Affairs met with his Libyan counterpart, Najla Mangoush, to discuss and exchange views on issues of mutual interest. Hossein Amirabdollahian, the Iranian Minister of Foreign Affairs met with his Libyan counterpart, Najla Mangoush, to discuss and exchange views on issues of mutual interest.While expressing his satisfaction with the establishment of security and stability in Libya, the Iranian Minister of Foreign Affairs expressed Tehran’s readiness to expand relations with the friendly country, Libya, and help in the reconstruction of the country. During the meeting, the two top diplomats agreed to enhance bilateral cooperation in various sectors. This includes the establishment of a Joint High Commission, the formation of a political consultation committee, the strengthening of economic and trade ties, scientific and technological collaboration, as well as organizing special exhibitions",https://www.bignewsnetwork.com/news/273910199/iran-offers-help-in-reconstruction-of-libya; https://www.africa-newsroom.com/press/irans-top-diplomat-meets-with-libyan-counterpart,MR
LIB202307-9,Libya,620,,Ankara,TUR,32.85,39.93,26,7,2023,Turkey,CON_562,CON_562,640,1,Hakan Fidan,,1,1,0,,,,"Libyan Foreign Foreign Minister Najla al-Mangoush will visit Türkiye on Wednesday for talks, the Turkish Foreign Ministry said Tuesday. Foreign Minister Hakan Fidan and al-Mangoush will discuss aspects of bilateral relations during the meeting, it said in a statement. Current regional and global developments will also be on the agenda, it added.",https://www.aa.com.tr/en/politics/libyas-foreign-minister-to-visit-turkiye-on-wednesday/2954335,MR
LIB202307-10,Libya,620,,St. Petersburg,USA,-82.6652,27.7931,28,7,2023,Russia,CON_21,CON_21,365,1,Vladimir Putin,,1,1,0,,,,"From July 28-29, Putin will meet with the presidents of a number of other African countries, including the Central African Republic, Cameroon, and Senegal, as well as hold a meeting with the chairman of the Libyan presidential council, according to the Kremlin aide.",https://sputnikglobe.com/20230727/st-petersburg-to-host-2nd-russia-africa-summit-economic-forum-from-july-27-28-1112173247.html,MR
LIB202308-12,Libya,620,,Tripoli,LBN,35.8344,34.4367,9,8,2023,UNSMIL,IGO_750,IGO_750,,1,Abdoulaye Bathily,UNSMIL process,1,1,0,,,,"The Prime Minister, Abdul Hamid Dbeibah, has discussed with the head of the United Nations Support Mission in Libya, Abdoulaye Bathily, the elections file and political developments in the country. Bathily briefed Dbeibah on his recent meetings with Libyan parties, in a way that serves the direct access to the elections and the end of the transitional stages. For his part, Dbeibah affirmed his government's keenness to move directly towards elections, according to fair and impartial laws.",https://libyaobserver.ly/inbrief/bathily-briefs-dbeibah-his-recent-consultations-libyan-parties,M
